Zeit,solana
1728500747976,140.33564245810703
1728504300891,140.79020840366798
1728508374082,139.19418617783404
1728511745849,139.50604132350355
1728515503924,139.21725813970082
1728518620376,139.28850545564146
1728522794049,138.91423994117034
1728525876672,139.18490039478723
1728529466164,139.6507907317652
1728533552595,139.83694941336023
1728536999242,139.72067904745782
1728540219405,140.35447573982216
1728544299327,140.0728077895837
1728547418621,139.63662018315426
1728551275973,138.71508647884022
1728554870205,138.72717390672634
1728558881316,139.349585643121
1728562337220,140.26632296809038
1728565601908,139.0054414670625
1728569280319,138.27212810895665
1728573132770,137.79803321447162
1728576191018,138.47307073050632
1728580338272,137.20701755009821
1728583447380,136.34537526432158
1728587326053,137.16470437429908
1728590552884,138.00540358336175
1728594668839,137.26296930896166
1728597646014,138.05061040996495
1728601700068,138.56689660270015
1728605628255,138.915548860663
1728609149633,139.07325771061346
1728612816224,139.75043351355498
1728616004126,141.0890540211401
1728619670568,140.91286252084097
1728623630029,141.14272715272455
1728626934092,141.0111855172046
1728630958867,141.64147814714673
1728634519931,141.1534739403196
1728637510763,141.36875804596295
1728641587324,142.2640610880922
1728644690816,142.0299652562884
1728648715455,142.2156606138066
1728652405158,142.7988438827367
1728656197499,143.8718863905868
1728659519867,144.7044330713584
1728663221287,144.52580921612295
1728666632859,144.8475495143056
1728670574808,145.72616027273307
1728673802724,145.8838505653051
1728677801995,145.19842116424408
1728681184727,146.32365371290814
1728684565142,145.8506107628155
1728688309322,145.63446400039666
1728692077402,145.91980713403763
1728695198360,146.3328645704604
1728698618191,145.81120634783602
1728702030755,144.89826074752185
1728706019253,145.2265456751421
1728709751055,145.36385708586832
1728712812407,145.85978111093132
1728717256887,145.57357516321676
1728720479158,145.5003600788278
1728724145893,145.64348767639666
1728727953643,145.73259308341537
1728731574270,146.69612454752206
1728734592019,146.25627559717393
1728738595729,147.03977968887992
1728741688865,146.4975487281603
1728746034831,146.80552827124453
1728748904365,145.98460333000475
1728753177399,146.52181676251112
1728756888085,147.05535907557356
1728760473757,146.54905292557555
1728764087915,146.80615906066254
1728767588769,146.9499502499181
1728770629356,146.79833480007167
1728774356609,146.96524641633616
1728778441469,146.43721411607072
1728781610523,146.31979627044848
1728784834924,145.92807654842886
1728788766734,146.01926226994107
1728792080724,145.14187016211926
1728796045141,145.92043118193357
1728799750913,146.59356324814527
1728803170805,146.47556957547508
1728806770157,146.4242768164816
1728810336068,146.70710361041856
1728813840580,147.6532361007921
1728817241163,147.51210680987552
1728821034920,146.60286482054067
1728824807284,147.3662616071396
1728828061261,147.30259000186035
1728831854682,145.32062533912176
1728835732129,145.15064863643403
1728839235650,146.13207193450515
1728842458801,145.52024623712643
1728846445060,145.5720240793365
1728850424438,145.7628030925155
1728853567746,146.28847316952974
1728857230545,148.5701476745742
1728860602104,147.77697575242112
1728864109464,147.57626808299617
1728868550954,147.29376018429352
1728871271583,147.6039758975361
1728875488423,148.46677349347036
1728879382724,152.51942175620087
1728882347360,152.14421063712328
1728885884538,151.303187925287
1728890156352,152.15978458390143
1728893567229,152.68161152383158
1728897555505,152.3782365102986
1728900830741,152.80072664487292
1728903686198,153.06036605492545
1728907305341,153.09931116060207
1728911630344,152.9147301849913
1728915085880,154.37357077395498
1728918052084,155.00285893686043
1728922458914,156.2709867798094
1728926226341,155.2092593096186
1728929756493,155.8596916950726
1728932719368,155.71857583526375
1728936661777,155.29352952184928
1728939734324,156.04340806589096
1728943328485,155.71485855240337
1728947580165,157.16743058400317
1728951353812,157.13463823536432
1728954361762,157.58579467797102
1728957755139,157.241580187971
1728961307411,157.35764676098762
1728965799370,155.5594487862616
1728969081116,155.47135895176066
1728972469604,154.15275763479613
1728976340390,155.20042198611398
1728979329012,154.87413989235188
1728983044538,154.79077454932343
1728987341337,154.15302596378967
1728990465696,154.73065991766768
1728994113768,152.7658035033309
1728997688077,153.83703976000226
1729001618651,157.06442152033705
1729004774641,152.07790223502965
1729008693484,154.24092307835858
1729012153373,155.0466580475267
1729015826725,155.55878540868423
1729019944325,155.06896722573634
1729022724192,155.16133146740384
1729026867117,152.73991716264896
1729029796461,153.49258431923766
1729033955771,153.06365977319112
1729037133359,154.90269244039837
1729040964084,153.83272195807737
1729044936608,155.66758247494647
1729048355843,154.52943331940077
1729051941406,154.38626006050444
1729055205298,153.83350810090258
1729059117749,154.5907997342237
1729062349595,153.54875754128085
1729066570069,153.84064498540133
1729069814351,154.57471913625884
1729073263071,155.06686316291345
1729076775414,155.51482427044638
1729081005682,156.10271677386697
1729083677022,155.50721279978328
1729088072852,155.73929103874002
1729091922045,155.1155010005214
1729095579576,155.114741750739
1729099344975,155.085391879687
1729102707190,154.70974262000206
1729106004029,154.63221572028635
1729109301600,154.4879839278829
1729112938352,154.52099588765526
1729116663021,154.25542356578345
1729120135151,154.59475097687258
1729123279219,154.2635899099486
1729127696767,155.08526896236646
1729130604050,155.51712852145857
1729134211890,153.97914314168548
1729137852605,154.58280937454984
1729141477669,153.26452268969567
1729145994668,152.52153163518005
1729149211920,152.18410362501436
1729152569135,152.68595572402566
1729156490046,153.08195417907035
1729159414002,153.06469231556918
1729163071729,152.48437015666678
1729167321765,151.6169780120649
1729170466978,152.3488742788799
1729174695334,152.02869795587245
1729177636649,151.66511129267946
1729181618529,152.27752429813953
1729184924671,151.1589897742093
1729189210343,148.07214684065931
1729192309891,148.63452615057585
1729196033727,149.6877959311575
1729199059757,149.59688375733387
1729202841945,150.28755446971434
1729206501504,150.64848910193956
1729210314100,150.44673181671376
1729213292992,149.72567522409753
1729216995519,152.7408744422662
1729220611395,153.02584640892732
1729224988996,152.25820175261393
1729228616009,152.3140150956629
1729231402445,152.92559599429458
1729235472788,153.78174360542005
1729238660190,153.83943578927136
1729242789103,153.7902243100532
1729246538261,153.49304780950635
1729250062500,153.84358549521474
1729253410084,153.06846626500115
1729256560441,152.30620130652855
1729261067489,153.60779374403535
1729264439319,154.37675317572433
1729268068866,154.14147960787602
1729271865080,155.69855168772776
1729274566965,156.00558341918077
1729278882136,156.0216724750438
1729282425127,154.428305408533
1729285832973,154.6884117771813
1729289688088,154.02660901552326
1729292569480,154.23690148148864
1729296424262,155.02712961439173
1729300355382,154.85003673903356
1729303353172,154.49647679678768
1729307803166,155.4474580681994
1729310860579,154.70398397931217
1729314929458,154.4415798800326
1729317888568,154.86848385281243
1729322445114,154.5597471578859
1729325946751,154.8296119056839
1729329065161,154.82392412454175
1729332468077,154.71742644817502
1729336137790,154.38225001294964
1729339439991,154.243843921336
1729343379076,154.35493242527983
1729346585678,154.77176554778043
1729350909354,156.9340850920679
1729354584656,156.03312815073858
1729358190268,156.0704290217615
1729361137326,155.52812097462314
1729364963306,155.82720011670037
1729369065063,156.36167183315428
1729372330353,157.1178580058936
1729375354066,157.13392378956758
1729379655900,158.82913315485442
1729382950461,159.70817032260402
1729386459851,158.7157725031792
1729390053520,158.94945492028393
1729393581366,158.41025774003575
1729397431255,158.9054521302348
1729401032972,160.059879067079
1729404718654,159.22835905995163
1729408192916,159.05039530944484
1729411897031,158.87381271201915
1729414810751,158.57124024650875
1729419106939,159.2873584118721
1729422661955,158.78582271897568
1729426260071,159.09122117708625
1729429654765,158.56445316340347
1729433057884,158.0524409362637
1729436780397,160.33023596750533
1729440705093,159.84522513154275
1729443733433,159.82507971583294
1729447910811,160.44773162111102
1729451049618,160.39460731507236
1729454541791,160.34606238022022
1729458799882,162.92638644730744
1729461667950,163.15853730081452
1729465964472,166.5892760838894
1729469515810,168.31454426839815
1729472582548,168.64703072196562
1729476308924,169.57892870250555
1729479730921,168.43358486043724
1729484112454,168.92727286874694
1729487221472,170.74513058846085
1729491419538,169.98216866643173
1729494146384,168.92146857386908
1729498487071,169.27003960179644
1729501915469,167.13255095734868
1729505283680,166.71035147096651
1729508966001,165.95480667769232
1729512126512,166.1724346888175
1729516616328,165.16881834503732
1729519355182,162.4680110577934
1729524005841,163.68377431362325
1729526928274,164.85853266636408
1729530719003,165.56309830350824
1729534014646,165.51944434133244
1729537286497,165.7924862045564
1729542027586,166.5838408553769
1729544427156,166.29315199512743
1729548199124,167.4711796255865
1729552201610,167.02672163726865
1729556332949,166.1719079025586
1729559637921,165.71199458132673
1729562616626,166.90597046502512
1729566416622,165.94830886710807
1729570484581,166.2823406798233
1729573491683,167.18006414015034
1729577794662,168.49061872647522
1729581004878,168.31394083681528
1729585187333,166.76416306068842
1729587905441,165.43005433134883
1729591315212,164.7220802947983
1729594943511,166.18516518090783
1729599131433,168.58621515502975
1729602888402,165.94580952630423
1729606529717,167.34635313841449
1729609974815,170.05184038068313
1729613513062,167.45091167603593
1729617292462,166.88769899124745
1729620683050,167.69108822733116
1729624033928,167.8611317904569
1729627380162,168.4397911879478
1729631811889,167.58367828371996
1729635675286,168.21388777125006
1729638456723,168.76336752722565
1729642538474,167.29232495401166
1729646175145,166.254973918484
1729648871438,167.039909654601
1729652497320,166.1958887798538
1729656430965,165.56047271543017
1729660567564,165.49231961313052
1729663230492,164.64358881639632
1729666984202,164.96750449478125
1729670777583,165.10306832626543
1729675093532,164.08025364907405
1729678663109,165.86271559522987
1729681411489,165.67271289598287
1729685205751,166.33350354845032
1729688951828,166.31330862806678
1729692076017,169.0785686889549
1729695856593,167.63219313157907
1729699621544,167.56261212416524
1729703142999,165.52723776319598
1729707132923,165.7739063602117
1729710580120,170.25349220450903
1729714765654,172.47898312442206
1729717891370,172.6689499105813
1729721578973,171.77082032422325
1729724857411,170.92359354221844
1729728171763,171.04357379930727
1729732685524,173.0782956631905
1729735620482,172.64129875931366
1729739854630,174.42135243557772
1729743525321,174.55606416966668
1729746988158,173.62956853693214
1729750063860,173.27728622194584
1729753387617,172.97163616150567
1729757059025,173.21939026564584
1729760571670,172.32130400112615
1729764782632,172.07114881049026
1729768354178,172.97781686222268
1729771272131,173.74138197805826
1729775821295,174.7297442987782
1729779033570,175.3836684890071
1729782217217,175.74690272746855
1729786379466,175.1839928483743
1729789672132,176.30258368097827
1729793075014,175.26956952400639
1729796810178,176.0257192820061
1729800964817,176.81067899956733
1729804333649,177.40534219607645
1729807925555,178.31035437608443
1729811327220,178.32283292987134
1729814946879,177.12400806106228
1729818233551,176.4808651992721
1729821816811,175.55159508864767
1729826055301,175.83599673823002
1729829468043,174.48762458490194
1729832765079,172.9086468821969
1729836808349,173.9695801099959
1729840035062,173.77222026251022
1729843464142,171.88190884661978
1729847723791,171.9199740544532
1729851032094,172.7990942883069
1729854485529,173.4124580653708
1729858481540,174.06998688100745
1729861385413,173.32981868152027
1729864853874,174.79297276974333
1729868866196,176.299144444492
1729872455556,171.96449834249287
1729876178751,172.10712296676522
1729879325584,167.32213706033747
1729883260855,169.2120270613346
1729887572457,168.1226443700686
1729890311378,166.89680900353574
1729894476427,167.92459286236473
1729897726725,162.67228223321325
1729901578761,164.26452615728505
1729904678343,164.88146975172245
1729908652881,163.22505876004658
1729912541142,164.16384498420936
1729916009270,165.28597453887284
1729919675564,166.27166028005948
1729923333460,166.57528797648587
1729927034701,168.57485976484537
1729930084754,167.56989895011873
1729933595745,168.13273637752442
1729937862732,169.15161237832854
1729940612020,169.13591764296672
1729944836704,168.2942090430883
1729947980927,168.84332283186922
1729951321683,168.183543262319
1729955551937,168.13150868628853
1729958863001,168.57570466414845
1729962916501,168.92880861008575
1729966015919,169.62636850134695
1729969606662,170.35209318002637
1729973168034,171.3655674270221
1729976607145,172.23510990740087
1729980351953,171.33006393079725
1729984717821,171.06172981703813
1729988020839,170.40186383933357
1729991375909,170.3388550241426
1729995434498,172.528201304519
1729998692295,171.26075077079773
1730002474819,171.80342079125435
1730006009384,172.43706253242675
1730009757387,172.25025488474373
1730012869191,172.9995809935915
1730016129140,173.06463433813374
1730020071813,174.58096221726623
1730023812773,174.1012523913338
1730027722879,173.46536046493702
1730030438612,173.9171539718862
1730034806126,175.8396673010161
1730038411584,176.2319907593643
1730042459576,176.30605617979253
1730045197920,175.77998021989742
1730048786482,176.28910339017258
1730054252441,176.76257020959366
1730055794083,175.68577211338598
1730059778666,176.75934014520885
1730062976730,176.69403720452183
1730066934905,177.63224710904873
1730070086676,177.62888067458968
1730074484176,176.57678209935193
1730078073903,176.07273481183657
1730081394053,175.40779152709948
1730085372312,175.57588451604943
1730089070792,175.25110064658304
1730092702764,174.54697565795433
1730095989037,174.0626244898903
1730099150670,174.20878336603238
1730102962994,175.69670062748793
1730106358539,176.30756882309083
1730109676352,177.49408598659306
1730113829941,177.08174693867292
1730117202869,176.85330544595817
1730120997337,177.3763733559373
1730124469455,174.4486807661865
1730127759557,174.94215678635513
1730131458468,173.30093808982852
1730135208963,173.5064249665208
1730139340336,175.65959575086552
1730142918891,176.32746233047794
1730145768399,176.20061365386198
1730149861802,176.61903067888838
1730153953797,178.63017475588654
1730156758672,178.657414784621
1730160563586,177.74883211482714
1730164786168,177.859024753243
1730167449867,178.15094346101634
1730171775050,180.61791520607264
1730174802994,181.87724514479453
1730178407550,181.44098188654243
1730181762563,180.69439243619837
1730185953600,180.14514669140178
1730189591910,179.97404742068943
1730193547421,181.05378591052724
1730196326030,180.7791949585172
1730200326428,181.2388875861182
1730204329519,179.84946046043518
1730207134875,179.34295854233144
1730211017168,180.64662371160395
1730214658438,179.47720018579935
1730218079573,180.65564757183571
1730221737491,182.7934155442188
1730225655447,180.96955803478144
1730228875143,181.51053696558054
1730232672139,178.37783644249376
1730235901166,178.3803176924149
1730240478906,179.31543966824577
1730243654369,179.44443608740033
1730247357970,178.78156737922092
1730251079115,177.4584118878244
1730253995971,178.90891741376413
1730257328770,179.59975150801273
1730261375963,179.9706967307415
1730265502526,181.12497035485993
1730269097737,180.15903849524133
1730272436652,178.76070546322987
1730275327668,178.7003569455578
1730278890952,177.8164428749748
1730283388118,177.9929220910816
1730286648432,176.78034178758497
1730290689864,175.66102074953463
1730294314380,175.23220916251958
1730297519785,176.74857028384403
1730301211068,175.51385243499834
1730304785881,173.6807236882829
1730308749412,174.4270999743378
1730311794710,175.27567117838146
1730315231587,174.06740124833635
1730318826293,175.53514122544067
1730322348957,176.68346524319048
1730326426438,174.97672405326503
1730329887840,175.5530257863404
1730333550234,175.17519110444215
1730336574670,175.23890161494168
1730340532301,175.44043639893889
1730344742432,175.8896760073119
1730347439293,174.4155441615884
1730350990952,174.97291820539985
1730354803688,175.200843164199
1730358079652,173.6556656762613
1730362469442,174.32493460203895
1730365486380,174.0033006243748
1730369648429,175.17217272244858
1730373330454,175.66263062456036
1730376091900,174.92956378203382
1730380563308,174.05976209092617
1730383626279,170.66777856747484
1730387845121,170.70055923379678
1730391438398,169.99799319593905
1730394725263,170.25358233540103
1730398089050,169.60412225441857
1730401969803,169.67811348892025
1730405942342,169.05380583042853
1730409287177,169.54690544726054
1730413121207,168.2480068335612
1730415708620,169.11093106483852
1730419455031,168.3016628954934
1730422908989,168.75058204356344
1730426962952,166.21405816934254
1730430087076,167.5212590637479
1730434469079,167.14230078139767
1730438375284,166.94396334305384
1730441377851,166.96382485365422
1730445346445,165.4315463173962
1730448843137,165.9152721330874
1730452201307,165.63434514296753
1730455382111,166.7696028674207
1730459292157,168.52479545202277
1730463178720,167.9175238226551
1730466178938,169.44950166070853
1730470518750,172.80425907346017
1730474031553,170.2816413100337
1730477720918,165.38490363372597
1730480591332,166.02108376634095
1730485085976,166.1697804731752
1730488495714,165.75264018699582
1730492453238,166.63981642307908
1730495978445,165.2316976251776
1730499437992,165.6411204269406
1730502736094,165.95584091014953
1730505981134,166.48455425134682
1730509325309,167.00256789006295
1730513360799,167.4669444531239
1730517206259,167.6623242851217
1730520150466,166.83962726266168
1730524081009,165.99746900748792
1730527980364,166.6757771786317
1730531108130,166.81784934723592
1730534737002,167.530340269118
1730538063108,166.60037137511975
1730542812311,166.23441075063695
1730546232333,166.2284936837856
1730549114217,166.00519851961172
1730553188636,165.2275970473488
1730557236280,163.64169961985377
1730560069582,163.19320564814086
1730564034057,164.03926933599791
1730567645505,164.657822869294
1730571144527,163.41632450265007
1730574300717,163.89849320169273
1730578319521,165.09188505706143
1730581877884,166.39201404092006
1730585407328,166.16520760506222
1730589163118,165.4475951166996
1730593143269,166.2893052267418
1730596313912,165.19836829785223
1730599602472,164.01918701574462
1730603593953,162.01912545988222
1730606784909,162.1820599626147
1730610362518,163.04817894043362
1730613882403,162.23350293371263
1730617372861,163.08238771309942
1730621057641,163.4851284287054
1730625128761,163.78245942806282
1730628878362,163.2980016124021
1730632139414,163.93833546013403
1730635973302,163.64982613304576
1730639252834,163.57448969952029
1730642487063,161.32541349296963
1730647161463,158.56705445881903
1730649962625,159.9383321592199
1730653882034,160.5827369373276
1730657123608,161.10916352204111
1730661132597,159.7083065648128
1730665152479,160.74317941045894
1730668848786,163.25296404628213
1730671473206,163.1021711996791
1730674811694,162.8351055348533
1730678545183,162.4058720995642
1730683319707,162.0703711786609
1730686644271,162.5429433574517
1730689591902,164.38966040220936
1730693057369,162.73499169057033
1730697476517,162.60989214237068
1730700692224,161.88491617366012
1730704760045,162.1241703364269
1730707959570,161.3099852361638
1730711638285,161.34573718156878
1730714837782,161.57688149262242
1730718463828,162.91996887631532
1730722447952,164.381024562126
1730725397165,163.9588314594424
1730729996381,163.57352410882743
1730732641111,162.46983516649865
1730737316543,162.11224870099716
1730740767636,160.20250557265183
1730743720388,160.17597769380328
1730747700410,160.06711570657004
1730751152549,159.25451230169085
1730754690050,158.48748757498848
1730758679954,157.1079999869745
1730762001000,157.71254528215752
